date,site.name,site,site.block,num.transect ,quadrat,Bare rock,Rubble,Sand,Bare space,Acanthastrea,Acropora  other,Acropora  pulchra,Acropora hyacinthus,Acropora austera,Astreopora,Cyphastrea,Favia,Fungia,Gardineroseris,Heropolitha,Leptastrea,Leptoseris,Lobophyllia,Millepora,Montastraea,Montipora,Pachyseris,Pavona,Pleuractis ,Pocillopora other,Pocillopora.acuta,Pocillopora meandrina,Pocillopora verrucosa,Porites other,Porites lobata,Porites rus,Psammacora,Sandolitha,Stylocoeniella,Tubastrea,CCA,Fleshy algae,Turf algae,Macroalgae,coral.cover,algal.cover,TOTALS
20190708,HH,A,2,2,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,0.2,0.4,0.4,0.6,1
20190708,HH,A,2,2,35,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,0.1,,,,,0.1,,0.6,,0.2,0.6,1
20190708,HH,A,2,2,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.1,,0,1,1
20190708,HH,A,2,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,0.1,,0.8,,0.1,0.8,1
20190708,HH,A,2,2,38,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,0.1,0.2,,0.6,0.3,1
20190708,HH,A,2,2,39,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
20190708,HH,A,2,2,40,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
20190708,HL,B,2,1,1,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,0.1,,0.1,0.1,1
20190708,HL,B,2,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
20190708,HL,B,2,1,3,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,0,0.1,1
20190708,HL,B,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,0.1,0.9,0.1,1
20190708,HL,B,2,1,5,,0.2,0.2,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.1,0.5,1
20190708,HL,B,2,1,6,,0.1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0,0.1,1
20190708,HL,B,2,1,7,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,0.1,0,1
20190708,HL,B,2,1,8,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
20190708,HL,B,2,1,9,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,0.8,0,1
20190708,HL,B,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,0.5,,0.5,0.5,1
20190708,HL,B,2,1,11,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,0,0.1,1
20190708,HL,B,2,1,12,0.1,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,0,0.1,1
20190708,HL,B,2,1,13,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,0.2,0,1
20190708,HL,B,2,1,14,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,0.1,,,0.2,0.1,1
20190708,HL,B,2,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,0.4,0.6,0.4,1
20190708,HL,B,2,1,16,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
20190708,HL,B,2,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1
20190708,HL,B,2,1,18,,0.9,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,0.1,0,1
20190708,HL,B,2,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,0.5,0.5,0.5,1
20190708,HL,B,2,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,0.1,0.9,0.1,1
20190708,HL,B,2,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,0.1,0.9,0.1,1
20190708,HL,B,2,2,22,,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,0.1,,,0.2,0.1,1
20190708,HL,B,2,2,23,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,0.5,,0.3,,0.2,0.3,1
20190708,HL,B,2,2,24,,0.3,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,0.4,,,,,,,,0.2,,0.5,0.2,1
20190708,HL,B,2,2,25,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
20190708,HL,B,2,2,26,,0.1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,0,0.1,1
20190708,HL,B,2,2,27,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,0.1,0.3,0.1,1
20190708,HL,B,2,2,28,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
20190708,HL,B,2,2,29,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
20190708,HL,B,2,2,30,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,0.1,0,1
20190708,HL,B,2,2,31,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
20190708,HL,B,2,2,32,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,0,0.1,1
20190708,HL,B,2,2,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1
20190708,HL,B,2,2,34,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,0.2,0,1
20190708,HL,B,2,2,35,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,0.6,0,1
20190708,HL,B,2,2,36,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
20190708,HL,B,2,2,37,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,,,,,,0.1,,,0.6,0.1,1
20190708,HL,B,2,2,38,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,0.8,0,1
20190708,HL,B,2,2,39,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,0.9,0,1
20190708,HL,B,2,2,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,0,1
20190724,PB,A,3,1,1,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,0.9,0,1
20190724,PB,A,3,1,2,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,0.9,0,1
20190724,PB,A,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1
20190724,PB,A,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1
20190724,PB,A,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,0.2,0.8,0.2,1
20190724,PB,A,3,1,6,,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
20190724,PB,A,3,1,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
20190724,PB,A,3,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,0.5,,0.5,0.5,1
20190724,PB,A,3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,0,1
20190724,PB,A,3,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,0,1
20190724,PB,A,3,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,0,1
20190724,PB,A,3,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,0.4,,,,,,,,,1,0,1
20190724,PB,A,3,1,13,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,0.2,,0.8,0.2,1
20190724,PB,A,3,1,14,,,,,,,,,,,,,,,,,,,,,,,0.2,,,0.8,,,,,,,,,,,,,,1,0,1
20190724,PB,A,3,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,0.1,,,,,,,0.7,,0.3,0.7,1
20190724,PB,A,3,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,0.2,0.6,0.2,0.8,1
20190724,PB,A,3,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,0.1,0.1,0,0.2,1
20190724,PB,A,3,1,18,,,,,,,,,,,,,,,,,,,,,,,0.2,,,0.8,,,,,,,,,,,,,,1,0,1
20190724,PB,A,3,1,19,,,,,,,,,,,,,,,,,,,,,,,0.7,,,0.1,,,,0.2,0..20,,,,,,,,,1,0,1
20190724,PB,A,3,1,20,,,,,,,,,,,,,,,,,,,,,,,0.8,,,0.2,,,,,,,,,,,,,,1,0,1
20190724,PB,A,3,2,21,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,0.8,,0.1,0.8,1
20190724,PB,A,3,2,22,,0.3,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,0.3,,,,,,,,0.1,,0.6,0.1,1
20190724,PB,A,3,2,23,,0.4,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,0.3,,,,,,,,,0.1,0.5,0.1,1
20190724,PB,A,3,2,24,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,0.3,,,,0.5,0,1
20190724,PB,A,3,2,25,,0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,0.2,0,1
20190724,PB,A,3,2,26,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,0.9,0,1
20190724,PB,A,3,2,27,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,0.7,,,0.1,0.1,0.1,1
20190724,PB,A,3,2,28,,,0.3,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,0.3,,,,,,,,0.1,0.6,0.1,1
20190724,PB,A,3,2,29,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,0.1,,,,0.6,0,1
20190724,PB,A,3,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,0.5,,,,,,,,,1,0,1
20190724,PB,A,3,2,31,,0.1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,0.2,,,,0.1,0,1
20190724,PB,A,3,2,32,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
20190724,PB,A,3,2,33,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
20190724,PB,A,3,2,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1
20190724,PB,A,3,2,35,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,0.9,0,1
20190724,PB,A,3,2,36,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0,0,1
20190724,PB,A,3,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,0.2,,,,,0.3,0.3,,,0.4,0.3,1
20190724,PB,A,3,2,38,,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
20190724,PB,A,3,2,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,0.9,0,0.9,1
20190724,PB,A,3,2,40,,,,,,,,0.1,,,,,0.1,,,,,,,,,,0.2,,,0.2,,,,,0.4,,,,,,,,,1,0,1
20190724,CT,B,3,1,1,,0.8,0.1,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0,1
20190724,CT,B,3,1,2,,0.9,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.1,0,1
20190724,CT,B,3,1,3,,0.8,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,1
20190724,CT,B,3,1,4,,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,0,0.2,1
20190724,CT,B,3,1,5,,0.2,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,0.3,,,,,,,,0.3,,0.5,0.3,1
20190724,CT,B,3,1,6,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,0.2,,0.2,0.2,1
20190724,CT,B,3,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,0.5,,,,,,,,,0.3,0.7,0.3,1
20190724,CT,B,3,1,8,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
20190724,CT,B,3,1,9,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
20190724,CT,B,3,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,0.2,,0.6,,0.2,0.6,1
20190724,CT,B,3,1,11,,,0.7,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,0.3,0,1
20190724,CT,B,3,1,12,,0.3,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,0.6,,,,,,,,,,0.7,0,1
20190724,CT,B,3,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,0.2,,0,0.2,1
20190724,CT,B,3,1,14,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,0.3,,,,0.5,0,1
20190724,CT,B,3,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.1,,,0,0.1,1
20190724,CT,B,3,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.3,,,,,,0.1,,0.1,,0.8,0.1,1
20190724,CT,B,3,1,17,,,,,,,,,,,,,,,,,,,,,,,0.2,,,0.2,,,,0.2,,,,,,0.1,,,0.3,0.6,0.3,1
20190724,CT,B,3,1,18,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,0,0.1,1
20190724,CT,B,3,1,19,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,0,0.8,1
20190724,CT,B,3,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,0.3,,,,,,0.4,,,,0.6,0,1
20190724,CT,B,3,2,21,,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,0.2,,,0.1,0.5,0.1,1
20190724,CT,B,3,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,0.1,0.6,0,0.7,1
20190724,CT,B,3,2,23,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
20190724,CT,B,3,2,24,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
20190724,CT,B,3,2,25,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
20190724,CT,B,3,2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,0.9,,0,0.9,1
20190724,CT,B,3,2,27,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
20190724,CT,B,3,2,28,,0.3,,,,,,,,,,,,0.1,,,,,,,0.3,,,,,,,,,0.3,,,,,,,,,,0.7,0,1
20190724,CT,B,3,2,29,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,0,0,1
20190724,CT,B,3,2,30,,0.4,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,0.4,,,,,,,,,,0.6,0,1
20190724,CT,B,3,2,31,,,,,,,,0.2,,,,0.2,,,,,,,,,,,0.1,,,,,,,,,,,,,0.5,,,,0.5,0,1
20190724,CT,B,3,2,32,,0.3,,,,,,,,,,0.3,,,,,,,,,,,,,,0.1,,,,0.3,,,,,,,,,,0.7,0,1
20190724,CT,B,3,2,33,,0.3,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.2,0.1,0.6,1
20190724,CT,B,3,2,34,,0.3,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,0.3,,,,,,0.1,,0.1,,0.5,0.1,1
20190724,CT,B,3,2,35,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,0.7,0,1
20190724,CT,B,3,2,36,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
20190724,CT,B,3,2,37,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
20190724,CT,B,3,2,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,0.1,0,0.1,1
20190724,CT,B,3,2,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,0.8,,,0.1,0.1,0.1,1
20190724,CT,B,3,2,40,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1