"fragment.ID","date","light_dark","temp.Cat","mV","Tin","salinity.insitu","salinity.lab","temp.InSitu","TA","Sample.Type","X","pH"
"I1",20190626,"light",20,-66.2,21.25233333,35.74333333,36.44,26.8,2340.2884,"Initial",NA,8.05974665896171
"PA1_L",20190626,"light",20,-66.2,20.506,36.1,36.57,26.8,2312.37357,"Sample",NA,8.06135078485493
"PA5_L",20190626,"light",20,-71.4,20.242,35.95,36.49,26.8,2338.76834,"Sample",NA,8.15123726308781
"PA7_L",20190626,"light",20,-70.6,20.399,35.64,35.95,26.8,2418.26158,"Sample",NA,8.13712004862923
"PA9_L",20190626,"light",20,-72.6,21.038,36.14,36.55,26.8,2316.60103,"Sample",NA,8.16984780536527
"PA10_L",20190626,"light",20,-70.6,21.147,36.32,36.51,26.8,2305.74046,"Sample",NA,8.13532279579585
"PA11_L",20190626,"light",20,-70.3,20.302,36,36.57,26.8,2317.22899,"Sample",NA,8.13219973488713
"PA17_L",20190626,"light",20,-72.5,21.227,36.16,36.6,26.8,2297.32581,"Sample",NA,8.1676576943596
"PA18_L",20190626,"light",20,-70.2,20.834,36,36.54,26.8,2321.2733,"Sample",NA,8.12921966097989
"BLANK1_L",20190626,"light",20,-66.7,20.82,35.7,36.59,26.8,2339.84758,"Blank",NA,8.06924986830521
"BLANK2_L",20190626,"light",20,-67.4,20.195,36.07,36.52,26.8,2338.60643,"Blank",NA,8.08263054355819
"I1",20190626,"light",24,-66.45,23.81,36.3,36.64,26.8,2339.748165,"Initial",NA,8.05835256027918
"PA1_L",20190626,"light",24,-70.2,23.485,36.4,36.81,26.8,2313.8553,"Sample",NA,8.12279768771922
"PA5_L",20190626,"light",24,-72.6,23.577,36.4,36.71,26.8,2294.12394,"Sample",NA,8.16333335512908
"PA7_L",20190626,"light",24,-72,23.643,36.39,36.63,26.8,2297.70547,"Sample",NA,8.15297282109282
"PA9_L",20190626,"light",24,-69,23.907,35.94,36.73,26.8,2290.99514,"Sample",NA,8.10139510669088
"PA10_L",20190626,"light",24,-68.6,23.75,36.4,36.78,26.8,2358.37722,"Sample",NA,8.09498360761836
"PA11_L",20190626,"light",24,-70.4,23.507,36.36,36.82,26.8,2290.49593,"Sample",NA,8.12614111626197
"PA17_L",20190626,"light",24,-71.9,23.95,36.39,36.71,26.8,2269.14792,"Sample",NA,8.15048443335568
"PA18_L",20190626,"light",24,-69.1,23.982,36.35,36.66,26.8,2296.71981,"Sample",NA,8.10291019473354
"BLANK1_L",20190626,"light",24,-64.7,23.754,36.35,36.6,26.8,2349.02787,"Blank",NA,8.02877416075948
"BLANK2_L",20190626,"light",24,-66,23.435,36.12,36.77,26.8,2344.10348,"Blank",NA,8.0515520637627
"I1",20190626,"light",28,-62.4,27.217,36.56333333,36.85,26.8,2354.907963,"Initial",NA,7.98246095925126
"PA1_L",20190626,"light",28,-67.2,26.124,35.9,36.77,26.8,2314.6643,"Sample",NA,8.06564232745236
"PA5_L",20190626,"light",28,-71.7,26.595,36.42,37.15,26.8,2298.8656,"Sample",NA,8.14016969568315
"PA7_L",20190626,"light",28,-70.4,26.361,36.46,36.91,26.8,2281.03526,"Sample",NA,8.11891836896731
"PA9_L",20190626,"light",28,-71.6,26.673,36.42,36.83,26.8,2288.77483,"Sample",NA,8.13828055285101
"PA10_L",20190626,"light",28,-67.6,26.283,36.57,36.76,26.8,2285.1141,"Sample",NA,8.07199321084643
"PA11_L",20190626,"light",28,-69.5,26.361,36.41,36.74,26.8,2285.26438,"Sample",NA,8.1037744395903
"PA17_L",20190626,"light",28,-72.1,26.677,36.49,36.67,26.8,2227.8305,"Sample",NA,8.14667431691574
"PA18_L",20190626,"light",28,-67,26.44,36.44,36.81,26.8,2290.38261,"Sample",NA,8.06151865908165
"BLANK1_L",20190626,"light",28,-64,26.552,36.44,36.74,26.8,2358.49195,"Blank",NA,8.01080222949133
"BLANK2_L",20190626,"light",28,-64,26.319,36.42,36.79,26.8,2356.5553,"Blank",NA,8.01132166485473
"I1",20190626,"light",30,-63.7,29.261,36.47,36.975,26.8,2341.323425,"Initial",NA,7.99958565642409
"PA1_L",20190626,"light",30,-70.5,27.921,36.59,36.98,26.8,2298.05431,"Sample",NA,8.11650835901108
"PA5_L",20190626,"light",30,-70.3,28.085,36.75,37.02,26.8,2285.67184,"Sample",NA,8.1127260613143
"PA7_L",20190626,"light",30,-71.2,28.282,36.6,37.04,26.8,2302.6161,"Sample",NA,8.12725009907878
"PA9_L",20190626,"light",30,-70.4,27.763,36.61,36.91,26.8,2259.00481,"Sample",NA,8.11525272118414
"PA10_L",20190626,"light",30,-68,27.761,36.57,36.95,26.8,2258.35847,"Sample",NA,8.07506208482857
"PA11_L",20190626,"light",30,-69.2,27.932,36.17,36.96,26.8,2260.43277,"Sample",NA,8.0947187089308
"PA17_L",20190626,"light",30,-71.6,27.677,36.57,36.98,26.8,2206.41274,"Sample",NA,8.13558352786576
"PA18_L",20190626,"light",30,-67.6,27.676,36.62,37.02,26.8,2284.90706,"Sample",NA,8.06857409838663
"BLANK1_L",20190626,"light",30,-64,27.96,36.57,37.03,26.8,2342.66631,"Blank",NA,8.00761270945011
"BLANK2_L",20190626,"light",30,-61.2,27.686,36.17,37.01,26.8,2353.40669,"Blank",NA,7.96133339734
"I1",20190626,"light",31,-61.9,30.75966667,36.68,36.92666667,26.8,2341.481917,"Initial",NA,7.96617248009714
"PA1_L",20190626,"light",31,-67.7,28.598,36.65,37.08,26.8,2292.69435,"Sample",NA,8.06793478355509
"PA5_L",20190626,"light",31,-70.3,28.798,36.69,37.06,26.8,2286.21507,"Sample",NA,8.11082367949567
"PA7_L",20190626,"light",31,-69.8,28.916,36.67,37.14,26.8,2298.23311,"Sample",NA,8.10216452658329
"PA9_L",20190626,"light",31,-68.1,29.155,36.67,37.06,26.8,2269.90768,"Sample",NA,8.07318627079777
"PA10_L",20190626,"light",31,-66.2,28.681,36.65,37.11,26.8,2253.59014,"Sample",NA,8.04267866510414
"PA11_L",20190626,"light",31,-67.3,28.709,36.65,37.07,26.8,2260.96773,"Sample",NA,8.06097526647023
"PA17_L",20190626,"light",31,-69.3,28.808,36.61,37.24,26.8,2200.16143,"Sample",NA,8.09410660819709
"PA18_L",20190626,"light",31,-66.2,28.675,36.34,37.21,26.8,2265.51478,"Sample",NA,8.04269337584554
"BLANK1_L",20190626,"light",31,-59.5,28.212,36.2,37.15,26.8,2345.89696,"Blank",NA,7.93177788451854
"BLANK2_L",20190626,"light",31,-63.2,28.673,36.62,37.13,26.8,2348.74986,"Blank",NA,7.99260519545451
"I1",20190626,"light",32,-61.6,31.7035,36.75,37.29,26.8,2339.932905,"Initial",NA,7.95900299627221
"PA1_L",20190626,"light",32,-68,29.732,36.78,37.35,26.8,2299.45516,"Sample",NA,8.07002661935065
"PA5_L",20190626,"light",32,-68.1,30.441,36.57,37.41,26.8,2245.7814,"Sample",NA,8.06983105168806
"PA7_L",20190626,"light",32,-68.9,30.393,36.77,37.41,26.8,2275.54497,"Sample",NA,8.08324016756641
"PA9_L",20190626,"light",32,-67.4,29.704,36.75,37.38,26.8,2276.6186,"Sample",NA,8.0601148985082
"PA10_L",20190626,"light",32,-65.6,29.296,36.71,37.39,26.8,2263.60055,"Sample",NA,8.03116395301515
"PA11_L",20190626,"light",32,-65.9,29.901,36.8,37.4,26.8,2273.06725,"Sample",NA,8.03466342181252
"PA17_L",20190626,"light",32,-68.1,29.628,36.68,37.36,26.8,2228.30006,"Sample",NA,8.0719612970488
"PA18_L",20190626,"light",32,-65.4,29.343,36.73,37.4,26.8,2174.73163,"Sample",NA,8.02771672181099
"BLANK1_L",20190626,"light",32,-62.5,29.497,36.68,37.3,26.8,2338.57128,"Blank",NA,7.97904910534071
"BLANK2_L",20190626,"light",32,-59.9,29.405,36.36,37.36,26.8,2343.46579,"Blank",NA,7.93595029506363
"I1",20190626,"light",35,-58.45,33.8565,37.04,37.465,26.8,2343.75291,"Initial",NA,7.90210835675233
"PA1_L",20190626,"light",35,-62.8,31.831,37.02,37.56,26.8,2251.53308,"Sample",NA,7.97853270161578
"PA5_L",20190626,"light",35,-65.1,32.457,36.89,37.52,26.8,2223.99102,"Sample",NA,8.01493546702809
"PA7_L",20190626,"light",35,-67,31.761,36.86,37.53,26.8,2325.50742,"Sample",NA,8.04812216204021
"PA9_L",20190626,"light",35,-63.8,32.142,36.83,37.5,26.8,2299.59417,"Sample",NA,7.99428494534033
"PA10_L",20190626,"light",35,-62,32.634,36.84,37.59,26.8,2307.93025,"Sample",NA,7.96338577860801
"PA11_L",20190626,"light",35,-62.3,32.233,36.93,37.55,26.8,2299.66179,"Sample",NA,7.96930336549155
"PA17_L",20190626,"light",35,-58.1,31.818,36.76,37.51,26.8,2314.73744,"Sample",NA,7.90089433612448
"PA18_L",20190626,"light",35,-61,32.038,36.81,37.55,26.8,2332.38442,"Sample",NA,7.94830581706338
"BLANK1_L",20190626,"light",35,-66.7,32.071,36.77,37.51,26.8,2343.8686,"Blank",NA,8.042345986092
"I1",20190626,"light",37,-56.16666667,36.176,37.16,37.46666667,26.8,2349.105113,"Initial",NA,7.85941522532996
"PA1_L",20190626,"light",37,-56.3,32.069,37.01,37.56,26.8,2312.69048,"Sample",NA,7.87062742648951
"PA5_L",20190626,"light",37,-52.9,32.962,37.14,37.54,26.8,2323.11366,"Sample",NA,7.81276855482021
"PA7_L",20190626,"light",37,-57,32.362,37.19,37.59,26.8,2342.98207,"Sample",NA,7.88156206066441
"PA9_L",20190626,"light",37,-53.4,32.538,37.05,37.58,26.8,2253.60399,"Sample",NA,7.82183344581308
"PA10_L",20190626,"light",37,-51.1,33.719,37.18,37.6,26.8,2307.56657,"Sample",NA,7.78171400227082
"PA11_L",20190626,"light",37,-54.5,31.998,37.39,37.59,26.8,2347.30126,"Sample",NA,7.84104680680289
"PA17_L",20190626,"light",37,-56.3,33.292,37.19,37.56,26.8,2352.57387,"Sample",NA,7.86803831074512
"PA18_L",20190626,"light",37,-52.8,33.436,37.23,37.61,26.8,2347.33603,"Sample",NA,7.81019386281113
"BLANK1_L",20190626,"light",37,-53.2,33.014,37.05,37.65,26.8,2351.1581,"Blank",NA,7.81760535840379
"I1",20190702,"light",20,-66.86666667,20.31366667,36.16333333,36.96666667,26.8,2334.71621,"Initial",NA,8.07321029843696
"PA2_L",20190702,"light",20,-71.8,21.504,35.84,36.99,26.8,2309.03501,"Sample",NA,8.15498393069682
"PA3_L",20190702,"light",20,-72.7,21.176,36.43,37.02,26.8,2296.24673,"Sample",NA,8.17121111552265
"PA4_L",20190702,"light",20,-77.1,21.18,36.37,37.02,26.8,2298.82989,"Sample",NA,8.24654120660389
"PA8_L",20190702,"light",20,-76,21.038,36.38,37.02,26.8,2300.9258,"Sample",NA,8.22809336288317
"PA12_L",20190702,"light",20,-76.4,21.42,36.39,37.03,26.8,2264.20798,"Sample",NA,8.23389395400402
"PA13_L",20190702,"light",20,-76.2,20.998,36.37,36.96,26.8,2281.01503,"Sample",NA,8.23162901272353
"PA14_L",20190702,"light",20,-73.1,21.193,36.33,36.98,26.8,2274.90765,"Sample",NA,8.17801679679405
"PA16_L",20190702,"light",20,-74.3,21.474,36.3,37,26.8,2288.85255,"Sample",NA,8.19782297876831
"BLANK3_L",20190702,"light",20,-66,20.785,36.11,36.99,26.8,2339.48348,"Blank",NA,8.05732397715268
"I1",20190702,"light",24,-65.83333333,23.56233333,36.46666667,36.82666667,26.8,2340.474833,"Initial",NA,8.0484377152472
"PA2_L",20190702,"light",24,-69,23.521,36.54,36.83,26.8,2316.55843,"Sample",NA,8.10232368042689
"PA3_L",20190702,"light",24,-74.4,23.731,36.62,36.88,26.8,2277.95041,"Sample",NA,8.19348767389362
"PA4_L",20190702,"light",24,-76.1,23.692,36.57,36.85,26.8,2285.33877,"Sample",NA,8.2224559315502
"PA8_L",20190702,"light",24,-76.3,23.585,36.55,36.87,26.8,2289.17247,"Sample",NA,8.22615331228537
"PA12_L",20190702,"light",24,-69.5,23.591,36.28,36.88,26.8,2227.73083,"Sample",NA,8.11064751046565
"PA13_L",20190702,"light",24,-75.7,23.448,36.39,36.71,26.8,2252.55918,"Sample",NA,8.21634408035115
"PA14_L",20190702,"light",24,-71.5,23.523,36.54,36.89,26.8,2257.91269,"Sample",NA,8.14478776488078
"PA16_L",20190702,"light",24,-71.8,23.52,36.54,36.86,26.8,2244.17575,"Sample",NA,8.1498917080529
"BLANK3_L",20190702,"light",24,-67.1,23.591,36.55,36.85,26.8,2345.75795,"Blank",NA,8.06988672642266
"BLANK4_L",20190702,"light",24,-65.5,23.316,36.52,36.84,26.8,2349.24173,"Blank",NA,8.04331673786891
"I1",20190702,"light",28,-65.15,27.896,36.82,36.865,26.8,2340.894705,"Initial",NA,8.02701152333225
"PA2_L",20190702,"light",28,-68.4,25.834,36.71,37.22,26.8,2323.13905,"Sample",NA,8.0865629816475
"PA3_L",20190702,"light",28,-71.4,26.851,36.63,37.25,26.8,2257.21172,"Sample",NA,8.1344456035431
"PA4_L",20190702,"light",28,-72.7,26.668,36.64,37.25,26.8,2270.88338,"Sample",NA,8.15678417497582
"PA8_L",20190702,"light",28,-72.5,26.718,36.23,37.23,26.8,2274.58334,"Sample",NA,8.1532864578368
"PA12_L",20190702,"light",28,-72.5,25.94,36.57,37.23,26.8,2170.81408,"Sample",NA,8.1553889704078
"PA13_L",20190702,"light",28,-73.6,26.572,36.62,37.21,26.8,2223.34369,"Sample",NA,8.17217906226658
"PA14_L",20190702,"light",28,-70.4,26.114,36.73,37.37,26.8,2237.60031,"Sample",NA,8.11955581039951
"PA16_L",20190702,"light",28,-71.8,26.177,36.65,37.25,26.8,2233.13672,"Sample",NA,8.1429651607118
"BLANK4_L",20190702,"light",28,-63.2,26.639,36.64,37.25,26.8,2343.35879,"Blank",NA,7.99715889101063
"I1",20190702,"light",30,-64.46666667,29.33966667,37.02666667,37.43,26.8,2344.450943,"Initial",NA,8.01217468326018
"PA2_L",20190702,"light",30,-70.6,27.211,36.78,37.32,26.8,2322.5343,"Sample",NA,8.12006155794536
"PA3_L",20190702,"light",30,-74.2,28.436,36.76,37.4,26.8,2244.4958,"Sample",NA,8.17696453767901
"PA4_L",20190702,"light",30,-75.3,28.228,36.49,37.38,26.8,2258.432913,"Sample",NA,8.19595806207637
"PA8_L",20190702,"light",30,-76.3,28.064,36.73,37.25,26.8,2255.93395,"Sample",NA,8.21317047862784
"PA12_L",20190702,"light",30,-73.4,27.518,36.71,37.42,26.8,2135.66619,"Sample",NA,8.1661847506153
"PA13_L",20190702,"light",30,-73.8,27.748,36.73,37.36,26.8,2210.03882,"Sample",NA,8.17223906409695
"PA14_L",20190702,"light",30,-71.4,27.134,36.73,37.41,26.8,2239.90336,"Sample",NA,8.13369070316487
"PA16_L",20190702,"light",30,-71.7,27.287,36.78,37.31,26.8,2229.41767,"Sample",NA,8.13831361602712
"BLANK3_L",20190702,"light",30,-65,27.293,36.52,37.35,26.8,2347.38161,"Blank",NA,8.02590901915093
"BLANK4_L",20190702,"light",30,-64.4,28.256,36.73,37.24,26.8,2345.11291,"Blank",NA,8.01361915686331
"I1",20190702,"light",31,-63.6,30.2915,36.92,37.665,26.8,2339.334895,"Initial",NA,7.9954863110652
"PA2_L",20190702,"light",31,-69.3,27.812,36.81,37.4,26.8,2312.61427,"Sample",NA,8.09670309942995
"PA3_L",20190702,"light",31,-72.5,29.132,36.79,37.43,26.8,2248.04562,"Sample",NA,8.14660386620166
"PA4_L",20190702,"light",31,-73.3,29.628,36.85,37.42,26.8,2262.90844,"Sample",NA,8.15851544212655
"PA8_L",20190702,"light",31,-70.9,29.078,36.52,37.43,26.8,2269.64167,"Sample",NA,8.12007559256322
"PA12_L",20190702,"light",31,-69,28.769,36.97,37.49,26.8,2143.53156,"Sample",NA,8.08920139514305
"PA13_L",20190702,"light",31,-73.9,29.164,36.75,37.45,26.8,2200.18616,"Sample",NA,8.1698523957879
"PA14_L",20190702,"light",31,-68.8,28.254,36.93,37.54,26.8,2247.22332,"Sample",NA,8.08719581286847
"PA16_L",20190702,"light",31,-70.4,28.221,36.84,37.43,26.8,2226.88141,"Sample",NA,8.11403719803709
"BLANK3_L",20190702,"light",31,-64.6,28.556,36.84,37.44,26.8,2346.5811,"Blank",NA,8.01625812452584
"BLANK4_L",20190702,"light",31,-63.4,29.582,36.86,37.37,26.8,2347.33027,"Blank",NA,7.99383736917659
"I1",20190702,"light",32,-61.1,34.21,36.58,37.81,26.8,2333.30983,"Initial",NA,7.94474367527325
"PA2_L",20190702,"light",32,-67.9,27.725,37.01,37.17,26.8,2317.15989,"Sample",NA,8.07347740084119
"PA3_L",20190702,"light",32,-71.2,29.874,36.92,37.75,26.8,2262.214181,"Sample",NA,8.12287774790186
"PA4_L",20190702,"light",32,-69.7,29.726,36.3,37.69,26.8,2286.82852,"Sample",NA,8.0983296119299
"PA8_L",20190702,"light",32,-69.8,29.634,36.85,37.72,26.8,2295.75472,"Sample",NA,8.10024167763861
"PA12_L",20190702,"light",32,-72,27.944,36.96,37.8,26.8,2163.15972,"Sample",NA,8.14155443297585
"PA13_L",20190702,"light",32,-72.1,29.188,36.97,37.8,26.8,2220.62275,"Sample",NA,8.13977815307896
"PA14_L",20190702,"light",32,-69.4,28.717,36.9,37.81,26.8,2258.84201,"Sample",NA,8.09601519994745
"PA16_L",20190702,"light",32,-68.7,28.509,36.87,37.71,26.8,2256.78342,"Sample",NA,8.08486664672135
"BLANK3_L",20190702,"light",32,-63.1,28.434,36.99,37.53,26.8,2355.74638,"Blank",NA,7.99147901399765
"BLANK4_L",20190702,"light",32,-63,30.013,36.99,37.72,26.8,2347.63261,"Blank",NA,7.98617461251422
"I1",20190702,"light",35,-61.15,34.11,37.075,37.76,26.8,2342.4187,"Initial",NA,7.945809621431
"PA2_L",20190702,"light",35,-66,30.786,36.97,37.83,26.8,2335.66645,"Sample",NA,8.03409604901663
"PA3_L",20190702,"light",35,-60.9,31.834,36.51,37.78,26.8,2323.17525,"Sample",NA,7.94712863608647
"PA4_L",20190702,"light",35,-67.6,31.403,36.93,37.75,26.8,2318.83827,"Sample",NA,8.05899486800692
"PA8_L",20190702,"light",35,-67.3,31.575,36.88,37.72,26.8,2332.31964,"Sample",NA,8.0535749827133
"PA12_L",20190702,"light",35,-69.2,30.829,37.05,37.85,26.8,2268.41925,"Sample",NA,8.08704034119742
"PA13_L",20190702,"light",35,-67.4,31.551,36.88,37.71,26.8,2296.88081,"Sample",NA,8.05529262597324
"PA14_L",20190702,"light",35,-67.2,30.543,37.09,37.93,26.8,2326.27714,"Sample",NA,8.05462615218659
"PA16_L",20190702,"light",35,-66.2,30.758,36.93,37.8,26.8,2250.091473,"Sample",NA,8.03748383448216
"BLANK3_L",20190702,"light",35,-62.1,30.912,36.88,37.7,26.8,2351.90032,"Blank",NA,7.9691338722385
"BLANK4_L",20190702,"light",35,-62,32.21,36.91,37.77,26.8,2350.694,"Blank",NA,7.96440763528627
"I1",20190702,"light",37,-59.3,35.592,37.4,37.8,26.8,2350.087405,"Initial",NA,7.91190468493526
"PA2_L",20190702,"light",37,-58.2,31.808,37.29,37.55,26.8,2286.86652,"Sample",NA,7.90256860099839
"PA3_L",20190702,"light",37,-54.6,33.472,37.02,37.57,26.8,2366.48895,"Sample",NA,7.83970825938931
"PA4_L",20190702,"light",37,-58.1,32.734,36.73,37.42,26.8,2341.72716,"Sample",NA,7.89888691015373
"PA8_L",20190702,"light",37,-61.3,31.104,36.34,37.86,26.8,2348.0301,"Sample",NA,7.95543303192427
"PA12_L",20190702,"light",37,-63,31.573,36.87,37.61,26.8,2330.58096,"Sample",NA,7.98246351103666
"PA13_L",20190702,"light",37,-64.8,31.43,36.63,37.54,26.8,2315.711,"Sample",NA,8.01259268661091
"PA14_L",20190702,"light",37,-59.5,31.579,37.03,37.61,26.8,2332.35401,"Sample",NA,7.92456438738853
"PA16_L",20190702,"light",37,-59.9,32.04,37.1,37.65,26.8,2363.96125,"Sample",NA,7.93013632091809
"BLANK3_L",20190702,"light",37,-57.4,31.892,36.91,37.59,26.8,2363.70111,"Blank",NA,7.88916883395436
"BLANK4_L",20190702,"light",37,-57.1,33.349,36.88,37.53,26.8,2362.01546,"Blank",NA,7.88106992912798
